id,t,lwage,exp,exp2,wks,ed
116,7,7.06817,20,400,48,14
117,1,6.57925,14,196,38,17
117,2,6.39693,15,225,36,17
117,3,6.62007,16,256,39,17
117,4,6.7093,17,289,42,17
117,5,6.76849,18,324,39,17
117,6,6.93537,19,361,27,17
117,7,7.04752,20,400,43,17
118,1,6.58617,25,625,41,9
118,2,6.68461,26,676,48,9
118,3,6.71538,27,729,48,9
118,4,6.77422,28,784,47,9
118,5,6.85646,29,841,41,9
118,6,6.91672,30,900,43,9
118,7,6.99942,31,961,47,9
119,1,6.90575,16,256,50,17
119,2,6.90575,17,289,50,17
119,3,8.08641,18,324,51,17
119,4,8.22951,19,361,49,17
119,5,7.90986,20,400,52,17
119,6,8.12089,21,441,50,17
119,7,8.537,22,484,50,17
120,1,6.24417,14,196,51,12
120,2,6.39693,15,225,50,12
120,3,6.90776,16,256,50,12
120,4,6.90776,17,289,49,12
120,5,6.77194,18,324,50,12
120,6,6.86693,19,361,50,12
120,7,6.90776,20,400,49,12
121,1,6.90575,13,169,51,16
121,2,6.90575,14,196,49,16
121,3,7.46737,15,225,49,16
121,4,7.52294,16,256,48,16
121,5,7.6009,17,289,49,16
121,6,7.50769,18,324,50,16
121,7,7.64969,19,361,49,16
122,1,6.62007,15,225,49,12
122,2,6.71417,16,256,48,12
122,3,6.81892,17,289,48,12
122,4,6.97635,18,324,49,12
122,5,6.92658,19,361,48,12
122,6,7.00307,20,400,49,12
122,7,7.00307,21,441,50,12
123,1,6.30992,27,729,47,8
123,2,6.55108,28,784,43,8
123,3,6.56526,29,841,50,8
123,4,6.74524,30,900,47,8
123,5,6.93925,31,961,47,8
123,6,6.95655,32,1024,39,8
123,7,7.00307,33,1089,29,8
124,1,6.8977,28,784,49,16
124,2,6.90575,29,841,50,16
124,3,7.17012,30,900,49,16
124,4,7.31322,31,961,49,16
124,5,7.37776,32,1024,49,16
124,6,7.49554,33,1089,49,16
124,7,7.49554,34,1156,47,16
125,1,6.22059,14,196,38,12
125,2,6.30079,15,225,49,12
125,3,6.37673,16,256,49,12
125,4,6.50129,17,289,49,12
125,5,6.62007,18,324,49,12
125,6,6.78672,19,361,49,12
125,7,6.91672,20,400,49,12
126,1,6.41673,3,9,38,12
126,2,6.4892,4,16,51,12
126,3,6.6174,5,25,49,12
126,4,6.70564,6,36,51,12
126,5,6.85646,7,49,51,12
126,6,6.43775,8,64,50,12
126,7,5.7462,9,81,52,12
127,1,6.83518,28,784,51,14
127,2,6.90575,29,841,48,14
127,3,7.08171,30,900,48,14
127,4,7.09838,31,961,45,14
127,5,7.37776,32,1024,48,14
127,6,7.43838,33,1089,49,14
127,7,7.35244,34,1156,37,14
128,1,5.52146,27,729,48,12
128,2,5.89715,28,784,30,12
128,3,6.35611,29,841,50,12
128,4,6.47697,30,900,50,12
128,5,6.54679,31,961,49,12
128,6,6.65673,32,1024,42,12
128,7,6.76273,33,1089,41,12
129,1,6.07074,31,961,49,8
129,2,6.12687,32,1024,48,8
129,3,6.21461,33,1089,49,8
129,4,6.27288,34,1156,49,8
129,5,6.32794,35,1225,49,8
129,6,6.44413,36,1296,49,8
129,7,6.49072,37,1369,49,8
130,1,6.48311,31,961,46,8
130,2,6.52503,32,1024,45,8
130,3,6.608,33,1089,46,8
130,4,6.71538,34,1156,46,8
130,5,6.84055,35,1225,46,8
130,6,6.96979,36,1296,46,8
130,7,7.04752,37,1369,46,8
131,1,6.48311,30,900,45,8
131,2,6.55393,31,961,43,8
131,3,6.59987,32,1024,45,8
131,4,6.7093,33,1089,45,8
131,5,6.85646,34,1156,43,8
131,6,6.96791,35,1225,38,8
131,7,7.06219,36,1296,41,8
132,1,6.90575,21,441,51,17
132,2,6.90575,22,484,51,17
132,3,7.43838,23,529,50,17
132,4,7.49554,24,576,50,17
132,5,7.57558,25,625,51,17
132,6,7.64969,26,676,46,17
132,7,7.54697,27,729,50,17
133,1,6.32794,19,361,51,12
133,2,6.47697,20,400,50,12
133,3,6.58617,21,441,50,12
133,4,6.68461,22,484,50,12
133,5,6.68461,23,529,50,12
133,6,6.94119,24,576,50,12
133,7,7.04752,25,625,40,12
134,1,5.72031,4,16,47,12
134,2,5.95842,5,25,48,12
134,3,6.02102,6,36,51,12
134,4,6.21461,7,49,49,12
134,5,6.29157,8,64,49,12
134,6,6.37161,9,81,48,12
134,7,6.45362,10,100,49,12
135,1,6.65286,15,225,49,12
135,2,6.77422,16,256,49,12
135,3,7.09008,17,289,47,12
135,4,6.90776,18,324,48,12
135,5,7.10824,19,361,48,12
135,6,7.0282,20,400,48,12
135,7,7.31322,21,441,48,12
136,1,6.90575,20,400,48,13
136,2,6.57925,21,441,51,13
136,3,7.18311,22,484,50,13
136,4,7.31322,23,529,51,13
136,5,7.40853,24,576,49,13
136,6,7.38647,25,625,47,13
136,7,7.64779,26,676,48,13
137,1,6.63726,23,529,49,11
137,2,6.78559,24,576,49,11
137,3,6.91274,25,625,49,11
137,4,6.98286,26,676,49,11
137,5,6.95655,27,729,50,11
137,6,7.0193,28,784,49,11
137,7,7.25347,29,841,50,11
138,1,6.90575,23,529,47,16
138,2,6.90575,24,576,48,16
138,3,7.46737,25,625,48,16
138,4,7.50384,26,676,49,16
138,5,7.58579,27,729,45,16
138,6,7.66388,28,784,48,16
138,7,7.46737,29,841,47,16
139,1,6.43775,4,16,51,16
139,2,6.62007,5,25,51,16
139,3,6.62007,6,36,51,16
139,4,6.77422,7,49,50,16
139,5,7.1309,8,64,51,16
139,6,7.1507,9,81,49,16
139,7,7.24423,10,100,49,16
140,1,6.23048,10,100,44,9
140,2,6.33328,11,121,48,9
140,3,6.36475,12,144,48,9
140,4,6.45047,13,169,49,9
140,5,6.57228,14,196,48,9
140,6,6.99393,15,225,38,9
140,7,7.21891,16,256,52,9
141,1,5.8861,15,225,46,8
141,2,5.78383,16,256,44,8
141,3,5.99146,17,289,45,8
141,4,6.10925,18,324,51,8
141,5,6.32077,19,361,50,8
141,6,6.43775,20,400,50,8
141,7,6.50578,21,441,49,8
142,1,6.72143,35,1225,47,16
142,2,6.68085,36,1296,45,16
142,3,6.72623,37,1369,48,16
142,4,6.8773,38,1444,47,16
142,5,6.8773,39,1521,47,16
142,6,6.9613,40,1600,47,16
142,7,7.10906,41,1681,47,16
143,1,6.37161,34,1156,50,12
143,2,6.47697,35,1225,49,12
143,3,6.58617,36,1296,49,12
143,4,6.68461,37,1369,49,12
143,5,6.81344,38,1444,48,12
143,6,6.8773,39,1521,48,12
143,7,6.96602,40,1600,48,12
144,1,6.23048,7,49,49,14
144,2,6.30992,8,64,50,14
144,3,6.39693,9,81,49,14
144,4,6.62007,10,100,49,14
144,5,6.77422,11,121,49,14
144,6,6.74993,12,144,48,14
144,7,7.17012,13,169,48,14
145,1,6.77422,19,361,48,16
145,2,6.90575,20,400,49,16
145,3,7.31322,21,441,49,16
145,4,7.49554,22,484,49,16
145,5,6.91374,23,529,49,16
145,6,7.10988,24,576,49,16
145,7,7.39817,25,625,49,16
146,1,6.90575,36,1296,48,15
146,2,6.90575,37,1369,48,15
146,3,7.1309,38,1444,48,15
146,4,7.17012,39,1521,48,15
146,5,7.24423,40,1600,48,15
146,6,7.31322,41,1681,48,15
146,7,7.40853,42,1764,48,15
147,1,6.47697,12,144,47,12
147,2,6.61338,13,169,48,12
147,3,6.72143,14,196,48,12
147,4,7.00307,15,225,48,12
147,5,7.00307,16,256,47,12
147,6,7.19818,17,289,49,12
147,7,7.21008,18,324,47,12
148,1,5.75257,4,16,45,14
148,2,5.75257,5,25,50,14
148,3,6.23441,6,36,50,14
148,4,6.47697,7,49,47,14
148,5,6.62007,8,64,51,14
148,6,6.95655,9,81,50,14
148,7,6.86693,10,100,49,14
149,1,6.53669,6,36,36,16
149,2,6.84162,7,49,36,16
149,3,6.68461,8,64,36,16
149,4,6.84055,9,81,36,16
149,5,6.90776,10,100,39,16
149,6,6.85646,11,121,36,16
149,7,6.90776,12,144,37,16
150,1,6.27099,16,256,48,12
150,2,6.53959,17,289,37,12
150,3,6.56667,18,324,32,12
150,4,6.59578,19,361,47,12
150,5,6.83841,20,400,40,12
150,6,6.94022,21,441,42,12
150,7,6.80351,22,484,5,12
151,1,6.30992,20,400,50,16
151,2,6.43294,21,441,50,16
151,3,6.48158,22,484,46,16
151,4,6.60665,23,529,49,16
151,5,6.63332,24,576,50,16
151,6,6.74524,25,625,48,16
151,7,6.82763,26,676,46,16
152,1,5.4161,4,16,50,8
152,2,5.45959,5,25,44,8
152,3,5.45959,6,36,48,8
152,4,5.57973,7,49,43,8
152,5,5.70378,8,64,6,8
152,6,5.70378,9,81,6,8
152,7,5.70378,10,100,35,8
153,1,6.22456,13,169,49,12
153,2,6.30992,14,196,37,12
153,3,6.30992,15,225,49,12
153,4,6.38519,16,256,48,12
153,5,6.43455,17,289,22,12
153,6,6.55108,18,324,50,12
153,7,6.68461,19,361,48,12
154,1,6.74524,12,144,50,17
154,2,6.72743,13,169,44,17
154,3,6.88244,14,196,50,17
154,4,6.92756,15,225,45,17
154,5,6.89972,16,256,44,17
154,6,7.02731,17,289,51,17
154,7,7.1309,18,324,49,17
155,1,6.52209,3,9,49,16
155,2,6.68461,4,16,46,16
155,3,6.80239,5,25,48,16
155,4,7.00307,6,36,48,16
155,5,7.00307,7,49,48,16
155,6,7.27932,8,64,48,16
155,7,7.37776,9,81,48,16
156,1,6.65286,33,1089,47,13
156,2,6.77422,34,1156,47,13
156,3,6.80239,35,1225,47,13
156,4,6.85646,36,1296,47,13
156,5,7.00307,37,1369,48,13
156,6,7.09008,38,1444,48,13
156,7,7.06902,39,1521,48,13
157,1,6.54535,8,64,48,12
157,2,6.45362,9,81,51,12
157,3,6.57786,10,100,49,12
157,4,6.67456,11,121,49,12
157,5,6.77308,12,144,50,12
157,6,6.86901,13,169,50,12
157,7,6.90776,14,196,50,12
158,1,6.63857,29,841,46,12
158,2,6.68461,30,900,47,12
158,3,6.7334,31,961,47,12
158,4,6.88244,32,1024,47,12
158,5,6.9256,33,1089,47,12
158,6,7.04141,34,1156,47,12
158,7,7.08841,35,1225,47,12
159,1,6.55108,30,900,49,12
159,2,6.58617,31,961,49,12
159,3,6.65286,32,1024,49,12
159,4,6.43775,33,1089,52,12
159,5,6.62007,34,1156,48,12
159,6,6.80239,35,1225,50,12
159,7,6.68461,36,1296,49,12
160,1,6.62007,25,625,38,17
160,2,6.80239,26,676,40,17
160,3,6.85646,27,729,39,17
160,4,6.90776,28,784,38,17
160,5,6.95655,29,841,39,17
160,6,7.09008,30,900,39,17
160,7,7.1507,31,961,35,17
161,1,6.10925,9,81,50,12
161,2,6.21461,10,100,52,12
161,3,6.21461,11,121,52,12
161,4,6.5582,12,144,52,12
161,5,6.66568,13,169,52,12
161,6,6.86171,14,196,46,12
161,7,6.97073,15,225,52,12
162,1,5.743,8,64,50,12
162,2,6.05209,9,81,38,12
162,3,6.07993,10,100,49,12
162,4,6.30992,11,121,49,12
162,5,6.39693,12,144,51,12
162,6,6.47697,13,169,51,12
162,7,6.51471,14,196,49,12
163,1,6.04025,10,100,50,12
163,2,6.18415,11,121,52,12
163,3,6.21461,12,144,51,12
163,4,6.30992,13,169,49,12
163,5,6.4552,14,196,49,12
163,6,6.52209,15,225,50,12
163,7,6.64249,16,256,49,12
164,1,6.07304,10,100,49,11
164,2,6.19441,11,121,46,11
164,3,6.31897,12,144,50,11
164,4,6.39526,13,169,50,11
164,5,6.47697,14,196,46,11
164,6,6.59715,15,225,45,11
164,7,6.69208,16,256,41,11
165,1,6.17794,37,1369,50,12
165,2,6.31716,38,1444,50,12
165,3,6.41182,39,1521,50,12
165,4,6.39693,40,1600,50,12
165,5,6.51471,41,1681,40,12
165,6,6.61338,42,1764,48,12
165,7,6.67834,43,1849,45,12
166,1,6.71538,10,100,50,15
166,2,6.78559,11,121,48,15
166,3,6.88449,12,144,48,15
166,4,7.00307,13,169,47,15
166,5,7.09008,14,196,43,15
166,6,7.17012,15,225,49,15
166,7,7.29302,16,256,48,15
167,1,5.01064,10,100,20,10
167,2,5.01064,11,121,30,10
167,3,5.52146,12,144,36,10
167,4,5.66988,13,169,52,10
167,5,5.73657,14,196,52,10
167,6,5.81413,15,225,29,10
167,7,5.81413,16,256,40,10
168,1,6.23245,3,9,40,17
168,2,6.57925,4,16,42,17
168,3,6.65286,5,25,44,17
168,4,6.74524,6,36,48,17
168,5,7.49554,7,49,48,17
168,6,8.16052,8,64,48,17
168,7,8.3082,9,81,50,17
169,1,6.90575,25,625,50,17
169,2,6.90575,26,676,50,17
169,3,7.40853,27,729,51,17
169,4,7.46737,28,784,51,17
169,5,7.52294,29,841,51,17
169,6,7.46737,30,900,49,17
169,7,7.57558,31,961,50,17
170,1,5.67332,24,576,39,9
170,2,5.7462,25,625,47,9
170,3,5.82895,26,676,49,9
170,4,6.07993,27,729,50,9
170,5,5.99146,28,784,52,9
170,6,5.99146,29,841,49,9
170,7,6.13773,30,900,49,9
171,1,5.99146,12,144,51,12
171,2,5.92693,13,169,51,12
171,3,6.07993,14,196,50,12
171,4,6.07993,15,225,49,12
171,5,6.2634,16,256,45,12
171,6,6.43775,17,289,52,12
171,7,6.55108,18,324,28,12
172,1,6.90575,10,100,48,16
172,2,6.90575,11,121,47,16
172,3,7.22766,12,144,47,16
172,4,7.29302,13,169,46,16
172,5,7.33368,14,196,48,16
172,6,7.57353,15,225,49,16
172,7,7.27101,16,256,50,16
173,1,6.90575,28,784,48,16
173,2,6.90575,29,841,46,16
173,3,7.34601,30,900,46,16
173,4,7.31322,31,961,49,16
173,5,7.55486,32,1024,44,16
173,6,7.71869,33,1089,48,16
173,7,7.69621,34,1156,43,16
174,1,6.08222,5,25,28,12
174,2,6.51323,6,36,40,12
174,3,6.62141,7,49,29,12
174,4,6.6995,8,64,46,12
174,5,6.79571,9,81,48,12
174,6,6.89669,10,100,49,12
174,7,6.99668,11,121,48,12
175,1,5.96615,3,9,49,12
175,2,6.11147,4,16,50,12
175,3,6.17379,5,25,48,12
175,4,6.22059,6,36,49,12
175,5,6.28972,7,49,48,12
175,6,6.36475,8,64,50,12
175,7,6.72743,9,81,49,12
176,1,6.43615,4,16,50,14
176,2,6.65929,5,25,50,14
176,3,6.74524,6,36,50,14
176,4,6.85646,7,49,50,14
176,5,6.90776,8,64,50,14
176,6,7.1333,9,81,49,14
176,7,7.21891,10,100,47,14
177,1,6.77422,19,361,49,15
177,2,6.82546,20,400,51,15
177,3,6.07993,21,441,48,15
177,4,6.90776,22,484,49,15
177,5,6.21461,23,529,47,15
177,6,6.70073,24,576,52,15
177,7,6.59304,25,625,50,15
178,1,6.10032,3,9,49,9
178,2,6.15698,4,16,48,9
178,3,6.24222,5,25,49,9
178,4,6.38351,6,36,50,9
178,5,6.42487,7,49,51,9
178,6,6.57228,8,64,47,9
178,7,6.75693,9,81,49,9
179,1,5.7462,20,400,47,16
179,2,5.92693,21,441,47,16
179,3,6.01616,22,484,49,16
179,4,5.94803,23,529,50,16
179,5,6.05209,24,576,46,16
179,6,6.32436,25,625,48,16
179,7,6.3699,26,676,49,16
180,1,6.28972,11,121,48,12
180,2,6.39693,12,144,48,12
180,3,6.54535,13,169,50,12
180,4,6.73102,14,196,50,12
180,5,7.49332,15,225,51,12
180,6,6.73102,16,256,50,12
180,7,6.98286,17,289,50,12
181,1,6.55108,14,196,46,12
181,2,6.86693,15,225,26,12
181,3,6.9256,16,256,50,12
181,4,7.06476,17,289,49,12
181,5,7.1309,18,324,49,12
181,6,7.43838,19,361,49,12
181,7,7.14441,20,400,32,12
182,1,5.85793,8,64,51,14
182,2,5.8861,9,81,51,14
182,3,5.99146,10,100,51,14
182,4,6.02828,11,121,50,14
182,5,6.10925,12,144,50,14
182,6,6.16331,13,169,50,14
182,7,6.21461,14,196,51,14
183,1,5.42053,10,100,36,8
183,2,5.51745,11,121,36,8
183,3,5.19296,12,144,39,8
183,4,5.34711,13,169,36,8
183,5,5.64191,14,196,35,8
183,6,5.65948,15,225,38,8
183,7,5.75257,16,256,41,8
184,1,6.55393,25,625,47,12
184,2,6.71538,26,676,47,12
184,3,6.62407,27,729,47,12
184,4,6.83087,28,784,47,12
184,5,6.95655,29,841,47,12
184,6,6.7901,30,900,47,12
184,7,7.09008,31,961,47,12
185,1,6.55108,23,529,48,12
185,2,6.62007,24,576,49,12
185,3,6.70564,25,625,48,12
185,4,6.78559,26,676,48,12
185,5,6.88857,27,729,46,12
185,6,7.0076,28,784,46,12
185,7,7.11233,29,841,47,12
186,1,6.80239,35,1225,45,12
186,2,6.85646,36,1296,45,12
186,3,6.98008,37,1369,45,12
186,4,7.09589,38,1444,46,12
186,5,7.48829,39,1521,44,12
186,6,7.45124,40,1600,44,12
186,7,7.47873,41,1681,30,12
187,1,6.90575,22,484,47,12
187,2,6.90575,23,529,49,12
187,3,7.11639,24,576,45,12
187,4,7.07412,25,625,26,12
187,5,7.0579,26,676,22,12
187,6,7.02643,27,729,48,12
187,7,7.26263,28,784,42,12
188,1,6.62007,10,100,49,12
188,2,6.62007,11,121,48,12
188,3,6.83303,12,144,48,12
188,4,6.9256,13,169,48,12
188,5,7.02376,14,196,47,12
188,6,7.06305,15,225,46,12
188,7,7.18311,16,256,48,12
189,1,6.90575,23,529,48,17
189,2,6.90575,24,576,48,17
189,3,7.04752,25,625,49,17
189,4,7.09008,26,676,48,17
189,5,7.1309,27,729,48,17
189,6,6.99942,28,784,48,17
189,7,7.01481,29,841,49,17
190,1,6.09582,6,36,51,9
190,2,6.29157,7,49,51,9
190,3,6.40523,8,64,50,9
190,4,6.62007,9,81,50,9
190,5,6.71901,10,100,49,9
190,6,6.82546,11,121,50,9
190,7,6.95464,12,144,50,9
191,1,6.10032,25,625,50,6
191,2,6.29157,26,676,51,6
191,3,6.29157,27,729,51,6
191,4,6.37161,28,784,51,6
191,5,6.47389,29,841,44,6
191,6,6.54679,30,900,41,6
191,7,6.5903,31,961,42,6
192,1,6.286,6,36,48,12
192,2,6.4599,7,49,49,12
192,3,6.54965,8,64,42,12
192,4,6.64639,9,81,15,12
192,5,6.76849,10,100,44,12
192,6,6.84162,11,121,47,12
192,7,6.94794,12,144,44,12
193,1,6.90575,32,1024,48,16
193,2,6.90575,33,1089,49,16
193,3,7.36518,34,1156,50,16
193,4,7.42476,35,1225,48,16
193,5,7.46737,36,1296,49,16
193,6,7.28139,37,1369,52,16
193,7,7.49332,38,1444,50,16
194,1,6.54965,11,121,47,12
194,2,6.83518,12,144,45,12
194,3,6.79794,13,169,48,12
194,4,6.80128,14,196,48,12
194,5,6.91075,15,225,48,12
194,6,6.69084,16,256,51,12
194,7,6.47697,17,289,49,12
195,1,6.44572,11,121,52,16
195,2,6.62007,12,144,50,16
195,3,6.69703,13,169,50,16
195,4,6.82979,14,196,50,16
195,5,6.90776,15,225,50,16
195,6,6.72263,16,256,51,16
195,7,6.72022,17,289,52,16
196,1,6.05209,7,49,46,9
196,2,6.21461,8,64,50,9
196,3,6.43775,9,81,49,9
196,4,6.58617,10,100,48,9
196,5,6.68461,11,121,50,9
196,6,6.74524,12,144,50,9
196,7,6.90776,13,169,40,9
197,1,5.53339,20,400,50,7
197,2,5.82008,21,441,50,7
197,3,5.8999,22,484,50,7
197,4,5.97635,23,529,50,7
197,5,6.05209,24,576,49,7
197,6,6.12905,25,625,48,7
197,7,6.21261,26,676,39,7
198,1,6.68461,29,841,47,12
198,2,6.68461,30,900,48,12
198,3,6.77422,31,961,47,12
198,4,6.84588,32,1024,45,12
198,5,7.02554,33,1089,45,12
198,6,7.08841,34,1156,45,12
198,7,7.1309,35,1225,45,12
199,1,6.39693,8,64,50,13
199,2,6.51915,9,81,50,13
199,3,6.60394,10,100,48,13
199,4,6.73815,11,121,50,13
199,5,6.84268,12,144,49,13
199,6,6.90776,13,169,48,13
199,7,7.09008,14,196,50,13
200,1,6.17379,3,9,43,17
200,2,6.33683,4,16,38,17
200,3,6.35437,5,25,36,17
200,4,6.39526,6,36,36,17
200,5,6.55108,7,49,36,17
200,6,6.68461,8,64,37,17
200,7,6.73102,9,81,38,17
201,1,6.16331,20,400,48,11
201,2,6.24222,21,441,47,11
201,3,6.36647,22,484,48,11
201,4,6.44254,23,529,47,11
201,5,6.51026,24,576,47,11
201,6,6.62407,25,625,45,11
201,7,6.71538,26,676,47,11
202,1,5.90808,7,49,50,12
202,2,5.92693,8,64,50,12
202,3,6.10702,9,81,51,12
202,4,6.26149,10,100,51,12
202,5,6.26149,11,121,48,12
202,6,6.31716,12,144,50,12
202,7,6.42487,13,169,50,12
203,1,6.07993,19,361,46,9
203,2,6.07993,20,400,52,9
203,3,6.13773,21,441,51,9
203,4,6.18826,22,484,50,9
203,5,6.18826,23,529,51,9
203,6,5.96615,24,576,51,9
203,7,6.01616,25,625,52,9
204,1,6.47697,32,1024,50,9
204,2,6.53669,33,1089,48,9
204,3,6.58617,34,1156,45,9
204,4,6.67203,35,1225,38,9
204,5,6.80239,36,1296,28,9
204,6,6.93731,37,1369,44,9
204,7,7.04752,38,1444,46,9
205,1,6.54679,25,625,45,12
205,2,6.68461,26,676,48,12
205,3,6.90776,27,729,42,12
205,4,6.69456,28,784,36,12
205,5,6.90776,29,841,48,12
205,6,6.93828,30,900,34,12
205,7,7.04839,31,961,34,12
206,1,6.90575,12,144,48,13
206,2,6.90575,13,169,50,13
206,3,7.34278,14,196,50,13
206,4,7.47591,15,225,49,13
206,5,7.50108,16,256,49,13
206,6,7.21744,17,289,49,13
206,7,7.87284,18,324,47,13
207,1,6.90575,13,169,51,17
207,2,6.90575,14,196,35,17
207,3,7.31322,15,225,52,17
207,4,7.70661,16,256,52,17
207,5,6.98286,17,289,52,17
207,6,7.46737,18,324,52,17
207,7,7.91936,19,361,51,17
208,1,5.39363,15,225,22,11
208,2,5.52146,16,256,46,11
208,3,5.75257,17,289,50,11
208,4,5.75257,18,324,49,11
208,5,5.81413,19,361,50,11
208,6,5.95324,20,400,41,11
208,7,6.05209,21,441,42,11
209,1,6.55108,23,529,49,17
209,2,6.67203,24,576,40,17
209,3,6.66568,25,625,44,17
209,4,6.67203,26,676,43,17
209,5,6.71538,27,729,41,17
209,6,6.80239,28,784,40,17
209,7,6.8977,29,841,42,17
210,1,6.62007,34,1156,39,8
210,2,6.62007,35,1225,48,8
210,3,6.71538,36,1296,48,8
210,4,6.80239,37,1369,48,8
210,5,6.85646,38,1444,47,8
210,6,6.90776,39,1521,45,8
210,7,6.95655,40,1600,45,8
211,1,6.77422,30,900,49,10
211,2,6.90575,31,961,48,10
211,3,6.90776,32,1024,49,10
211,4,7.3696,33,1089,49,10
211,5,7.45298,34,1156,52,10
211,6,7.64969,35,1225,49,10
211,7,7.54961,36,1296,48,10
212,1,6.90575,7,49,49,17
212,2,6.90575,8,64,48,17
212,3,7.09008,9,81,49,17
212,4,7.20786,10,100,49,17
212,5,7.31322,11,121,47,17
212,6,7.20117,12,144,49,17
212,7,7.6009,13,169,49,17
213,1,6.90575,27,729,48,11
213,2,6.90575,28,784,49,11
213,3,7.00307,29,841,49,11
213,4,7.09008,30,900,51,11
213,5,7.1309,31,961,48,11
213,6,7.08171,32,1024,49,11
213,7,7.24423,33,1089,48,11
214,1,6.286,24,576,49,12
214,2,6.35437,25,625,48,12
214,3,6.43775,26,676,49,12
214,4,6.43775,27,729,49,12
214,5,6.47697,28,784,49,12
214,6,6.55108,29,841,49,12
214,7,6.55108,30,900,49,12
215,1,6.2634,35,1225,48,16
215,2,6.17379,36,1296,50,16
215,3,6.10925,37,1369,50,16
215,4,6.10925,38,1444,46,16
215,5,6.30992,39,1521,52,16
215,6,6.21461,40,1600,51,16
215,7,6.39693,41,1681,50,16
216,1,6.85646,17,289,49,17
216,2,6.90575,18,324,49,17
216,3,7.04752,19,361,49,17
216,4,7.1309,20,400,49,17
216,5,7.24423,21,441,47,17
216,6,6.99485,22,484,48,17
216,7,7.54961,23,529,48,17
217,1,6.05209,4,16,49,13
217,2,6.05209,5,25,50,13
217,3,6.21461,6,36,50,13
217,4,6.33328,7,49,51,13
217,5,6.43775,8,64,50,13
217,6,6.19236,9,81,49,13
217,7,6.53233,10,100,49,13
218,1,6.31536,11,121,46,12
218,2,6.33328,12,144,12,12
218,3,6.40192,13,169,49,12
218,4,6.54103,14,196,49,12
218,5,6.54679,15,225,48,12
218,6,6.65028,16,256,49,12
218,7,6.68835,17,289,49,12
219,1,6.81344,19,361,48,12
219,2,6.80239,20,400,43,12
219,3,6.95655,21,441,48,12
219,4,7.08841,22,484,48,12
219,5,7.36455,23,529,48,12
219,6,7.49554,24,576,50,12
219,7,7.21082,25,625,50,12
220,1,6.47851,33,1089,43,12
220,2,6.55393,34,1156,41,12
220,3,6.62804,35,1225,43,12
220,4,6.74524,36,1296,42,12
220,5,6.82979,37,1369,41,12
220,6,7.09008,38,1444,45,12
220,7,7.05099,39,1521,46,12
221,1,6.90575,28,784,44,17
221,2,6.90575,29,841,49,17
221,3,7.20786,30,900,48,17
221,4,7.29302,31,961,45,17
221,5,7.37776,32,1024,46,17
221,6,7.15462,33,1089,46,17
221,7,7.28207,34,1156,46,17
222,1,5.70378,1,1,45,11
222,2,6.2634,2,4,46,11
222,3,5.92693,3,9,43,11
222,4,5.52146,4,16,36,11
222,5,5.99146,5,25,44,11
222,6,6.16331,6,36,47,11
222,7,6.35437,7,49,51,11
223,1,6.10925,12,144,50,14
223,2,6.24417,13,169,49,14
223,3,6.28227,14,196,50,14
223,4,6.38519,15,225,49,14
223,5,6.4892,16,256,50,14
223,6,6.55678,17,289,49,14
223,7,6.77422,18,324,48,14
224,1,6.90575,34,1156,30,5
224,2,6.90575,35,1225,26,5
224,3,7.03878,36,1296,30,5
224,4,7.12287,37,1369,36,5
224,5,7.12287,38,1444,49,5
224,6,7.17012,39,1521,44,5
224,7,7.30653,40,1600,52,5
225,1,6.02345,10,100,49,12
225,2,6.25383,11,121,49,12
225,3,6.33328,12,144,49,12
225,4,6.47697,13,169,49,12
225,5,6.49072,14,196,49,12
225,6,6.84268,15,225,49,12
225,7,6.90174,16,256,49,12
226,1,5.57973,30,900,49,12
226,2,5.66988,31,961,52,12
226,3,5.826,32,1024,51,12
226,4,5.87493,33,1089,48,12
226,5,5.8999,34,1156,50,12
226,6,6.10925,35,1225,43,12
226,7,6.19236,36,1296,50,12
227,1,6.90575,29,841,47,16
227,2,6.90575,30,900,52,16
227,3,7.1107,31,961,43,16
227,4,7.1309,32,1024,48,16
227,5,6.67077,33,1089,48,16
227,6,6.90776,34,1156,48,16
227,7,6.90776,35,1225,48,16
228,1,6.14633,2,4,50,16
228,2,6.55108,3,9,50,16
228,3,6.80239,4,16,50,16
228,4,6.90776,5,25,50,16
228,5,7.09008,6,36,50,16
228,6,7.24423,7,49,50,16
228,7,7.31322,8,64,49,16
229,1,6.68461,16,256,40,17
229,2,6.74524,17,289,40,17
229,3,6.74524,18,324,40,17
229,4,6.85646,19,361,40,17
229,5,6.90776,20,400,39,17
229,6,6.90776,21,441,42,17
229,7,6.90776,22,484,42,17
230,1,5.9135,2,4,50,12
230,2,6.24028,3,9,50,12
230,3,6.36303,4,16,50,12
230,4,6.55108,5,25,50,12
230,5,6.71538,6,36,50,12
230,6,6.80239,7,49,50,12
230,7,6.90776,8,64,50,12
231,1,6.90575,23,529,49,16
231,2,6.90575,24,576,48,16
231,3,7.64969,25,625,49,16
231,4,7.88231,26,676,48,16
231,5,7.82405,27,729,49,16
231,6,7.97247,28,784,48,16
231,7,8.04719,29,841,48,16
232,1,6.04025,27,729,34,17
232,2,6.90575,28,784,49,17
232,3,6.95655,29,841,49,17
232,4,7.01571,30,900,47,17
232,5,7.09008,31,961,46,17
232,6,7.1309,32,1024,48,17
232,7,7.04141,33,1089,48,17
